GID_2;NAME_2;CO_MUN_GEO;NO_MUN;SG_UF
BRA.21.271_1;Novo Cabrais;4313391;NOVO CABRAIS;RS
BRA.21.272_1;Novo Hamburgo;4313409;NOVO HAMBURGO;RS
BRA.21.273_1;Novo Machado;4313425;NOVO MACHADO;RS
BRA.21.274_1;Novo Tiradentes;4313441;NOVO TIRADENTES;RS
BRA.21.270_1;Novo Barreiro;4313490;NOVO BARREIRO;RS
BRA.21.275_1;Osório;4313508;OSORIO;RS
BRA.21.276_1;Paim Filho;4313607;PAIM FILHO;RS
BRA.21.277_1;Palmares do Sul;4313656;PALMARES DO SUL;RS
BRA.21.278_1;Palmeira das Missões;4313706;PALMEIRA DAS MISSOES;RS
BRA.21.279_1;Palmitinhos;4313805;PALMITINHO;RS
BRA.21.280_1;Panambi;4313904;PANAMBI;RS
BRA.21.281_1;Pantano Grande;4313953;PANTANO GRANDE;RS
BRA.21.282_1;Paraí;4314001;PARAI;RS
BRA.21.283_1;Paraíso do Sul;4314027;PARAISO DO SUL;RS
BRA.21.284_1;Pareci Novo;4314035;PARECI NOVO;RS
BRA.21.285_1;Parobé;4314050;PAROBE;RS
BRA.21.286_1;Passa Sete;4314068;PASSA SETE;RS
BRA.21.287_1;Passo do Sobrado;4314076;PASSO DO SOBRADO;RS
BRA.21.288_1;Passo Fundo;4314100;PASSO FUNDO;RS
BRA.21.289_1;Paverama;4314159;PAVERAMA;RS
BRA.21.290_1;Pedro Osório;4314209;PEDRO OSORIO;RS
BRA.21.291_1;Pejuçara;4314308;PEJUCARA;RS
BRA.21.292_1;Pelotas;4314407;PELOTAS;RS
BRA.21.293_1;Picada Café;4314423;PICADA CAFE;RS
BRA.21.295_1;Pinhal;4314456;PINHAL;RS
BRA.21.294_1;Pinhal Grande;4314472;PINHAL GRANDE;RS
BRA.21.296_1;Pinheirinho do Vale;4314498;PINHEIRINHO DO VALE;RS
BRA.21.297_1;Pinheiro Machado;4314506;PINHEIRO MACHADO;RS
BRA.21.298_1;Pirapó;4314555;PIRAPO;RS
BRA.21.299_1;Piratini;4314605;PIRATINI;RS
BRA.21.300_1;Planalto;4314704;PLANALTO;RS
BRA.21.301_1;Poço das Antas;4314753;POCO DAS ANTAS;RS
BRA.21.302_1;Pontão;4314779;PONTAO;RS
BRA.21.303_1;Ponte Preta;4314787;PONTE PRETA;RS
BRA.21.304_1;Portao;4314803;PORTAO;RS
BRA.21.305_1;Porto Alegre;4314902;PORTO ALEGRE;RS
BRA.21.306_1;Porto Lucena;4315008;PORTO LUCENA;RS
BRA.21.307_1;Porto Mauá;4315057;PORTO MAUA;RS
BRA.21.308_1;Porto Vera Cruz;4315073;PORTO VERA CRUZ;RS
BRA.21.309_1;Porto Xavier;4315107;PORTO XAVIER;RS
BRA.21.310_1;Pouso Novo;4315131;POUSO NOVO;RS
BRA.21.311_1;Presidente Lucena;4315149;PRESIDENTE LUCENA;RS
BRA.21.312_1;Progresso;4315156;PROGRESSO;RS
BRA.21.313_1;Protásio Alves;4315172;PROTASIO ALVES;RS
BRA.21.314_1;Putinga;4315206;PUTINGA;RS
BRA.21.315_1;Quaraí;4315305;QUARAI;RS
BRA.21.316_1;Quevedos;4315321;QUEVEDOS;RS
BRA.21.317_1;Quinze de Novembro;4315354;QUINZE DE NOVEMBRO;RS
BRA.21.318_1;Redentora;4315404;REDENTORA;RS
BRA.21.319_1;Relvado;4315453;RELVADO;RS
BRA.21.320_1;Restinga Seca;4315503;RESTINGA SECA;RS
BRA.21.321_1;Rio dos índios;4315552;RIO DOS INDIOS;RS
BRA.21.322_1;Rio Grande;4315602;RIO GRANDE;RS
BRA.21.323_1;Rio Pardo;4315701;RIO PARDO;RS
BRA.21.324_1;Riozinho;4315750;RIOZINHO;RS
BRA.21.325_1;Roca Sales;4315800;ROCA SALES;RS
BRA.21.326_1;Rodeio Bonito;4315909;RODEIO BONITO;RS
BRA.21.327_1;Rolante;4316006;ROLANTE;RS
BRA.21.328_1;Ronda Alta;4316105;RONDA ALTA;RS
BRA.21.329_1;Rondinha;4316204;RONDINHA;RS
BRA.21.330_1;Roque Gonzales;4316303;ROQUE GONZALES;RS
BRA.21.331_1;Rosário do Sul;4316402;ROSARIO DO SUL;RS
BRA.21.332_1;Sagrada Família;4316428;SAGRADA FAMILIA;RS
BRA.21.333_1;Saldanha Marinho;4316436;SALDANHA MARINHO;RS
BRA.21.334_1;Salto do Jacuí;4316451;SALTO DO JACUI;RS
BRA.21.335_1;Salvador das Missões;4316477;SALVADOR DAS MISSOES;RS
BRA.21.336_1;Salvador do Sul;4316501;SALVADOR DO SUL;RS
BRA.21.337_1;Sananduva;4316600;SANANDUVA;RS
BRA.21.338_1;Santa Bárbara do Sul;4316709;SANTA BARBARA DO SUL;RS
BRA.21.339_1;Santa Clara do Sul;4316758;SANTA CLARA DO SUL;RS
BRA.21.340_1;Santa Cruz do Sul;4316808;SANTA CRUZ DO SUL;RS
BRA.21.342_1;Santa Maria;4316907;SANTA MARIA;RS
BRA.21.341_1;Santa Maria do Herval;4316956;SANTA MARIA DO HERVAL;RS
BRA.21.346_1;Santana da Boa Vista;4317004;SANTANA DA BOA VISTA;RS
BRA.21.347_1;Santana do Livramento;4317103;SANTANA DO LIVRAMENTO;RS
BRA.21.343_1;Santa Rosa;4317202;SANTA ROSA;RS
BRA.21.344_1;Santa Tereza;4317251;SANTA TEREZA;RS
BRA.21.345_1;Santa Vitória do Palmar;4317301;SANTA VITORIA DO PALMAR;RS
BRA.21.348_1;Santiago;4317400;SANTIAGO;RS
BRA.21.349_1;Santo Ángelo;4317509;SANTO ANGELO;RS
BRA.21.352_1;Santo Antônio do Palma;4317558;SANTO ANTONIO DO PALMA;RS
BRA.21.350_1;Santo Antônio da Patrulha;4317608;SANTO ANTONIO DA PATRULHA;RS
BRA.21.351_1;Santo Antônio das Missões;4317707;SANTO ANTONIO DAS MISSOES;RS
BRA.21.353_1;Santo Antônio do Planalto;4317756;SANTO ANTONIO DO PLANALTO;RS
BRA.21.354_1;Santo Augusto;4317806;SANTO AUGUSTO;RS
BRA.21.355_1;Santo Cristo;4317905;SANTO CRISTO;RS
BRA.21.356_1;Santo Expedito do Sul;4317954;SANTO EXPEDITO DO SUL;RS
BRA.21.357_1;São Borja;4318002;SAO BORJA;RS
BRA.21.358_1;São Domingos do Sul;4318051;SAO DOMINGOS DO SUL;RS
BRA.21.359_1;São Francisco de Assis;4318101;SAO FRANCISCO DE ASSIS;RS
BRA.21.360_1;São Francisco de Paula;4318200;SAO FRANCISCO DE PAULA;RS
BRA.21.361_1;São Gabriel;4318309;SAO GABRIEL;RS
BRA.21.362_1;São Jerônimo;4318408;SAO JERONIMO;RS
BRA.21.363_1;São João da Urtiga;4318424;SAO JOAO DA URTIGA;RS
BRA.21.364_1;São João do Polêsine;4318432;SAO JOAO DO POLESINE;RS
BRA.21.365_1;São Jorge;4318440;SAO JORGE;RS
BRA.21.366_1;São José das Missões;4318457;SAO JOSE DAS MISSOES;RS
BRA.21.367_1;São José do Herval;4318465;SAO JOSE DO HERVAL;RS
BRA.21.368_1;São José do Hortêncio;4318481;SAO JOSE DO HORTENCIO;RS
BRA.21.369_1;São José do Inhacorá;4318499;SAO JOSE DO INHACORA;RS
BRA.21.370_1;São José do Ouro;4318606;SAO JOSE DO OURO;RS
BRA.21.371_1;São José dos Ausentes;4318622;SAO JOSE DOS AUSENTES;RS
BRA.21.372_1;São Leopoldo;4318705;SAO LEOPOLDO;RS
BRA.21.373_1;São Lourenço do Sul;4318804;SAO LOURENCO DO SUL;RS
BRA.21.374_1;São Luiz Gonzaga;4318903;SAO LUIZ GONZAGA;RS
BRA.21.375_1;São Marcos;4319000;SAO MARCOS;RS
BRA.21.377_1;São Martinho;4319109;SAO MARTINHO;RS
BRA.21.376_1;São Martinho da Serra;4319125;SAO MARTINHO DA SERRA;RS
BRA.21.378_1;São Miguel das Misses;4319158;SAO MIGUEL DAS MISSOES;RS
BRA.21.379_1;São Nicolau;4319208;SAO NICOLAU;RS
BRA.21.380_1;São Paulo das Missões;4319307;SAO PAULO DAS MISSOES;RS
BRA.21.381_1;São Pedro da Serra;4319356;SAO PEDRO DA SERRA;RS
BRA.21.382_1;São Pedro do Butiá;4319372;SAO PEDRO DO BUTIA;RS
BRA.21.383_1;São Pedro do Sul;4319406;SAO PEDRO DO SUL;RS
BRA.21.384_1;São Sebastião do Caí;4319505;SAO SEBASTIAO DO CAI;RS
BRA.21.385_1;São Sepé;4319604;SAO SEPE;RS
BRA.21.387_1;São Valentim;4319703;SAO VALENTIM;RS
BRA.21.386_1;São Valentim do Sul;4319711;SAO VALENTIM DO SUL;RS
BRA.21.388_1;São Valério do Sul;4319737;SAO VALERIO DO SUL;RS
BRA.21.389_1;São Vendelino;4319752;SAO VENDELINO;RS
BRA.21.390_1;Sapiranga;4319901;SAPIRANGA;RS
BRA.21.391_1;Sapucaia do Sul;4320008;SAPUCAIA DO SUL;RS
BRA.21.392_1;Sarandi;4320107;SARANDI;RS
BRA.21.393_1;Seberi;4320206;SEBERI;RS
BRA.21.394_1;Sede Nova;4320230;SEDE NOVA;RS
BRA.21.395_1;Segredo;4320263;SEGREDO;RS
BRA.21.396_1;Selbach;4320305;SELBACH;RS
BRA.21.397_1;Senador Salgado Filho;4320321;SENADOR SALGADO FILHO;RS
BRA.21.398_1;Sentinela do Sul;4320354;SENTINELA DO SUL;RS
BRA.21.399_1;Serafina Corrêa;4320404;SERAFINA CORREA;RS
BRA.21.400_1;Sério;4320453;SERIO;RS
BRA.21.402_1;Sertão;4320503;SERTAO;RS
BRA.21.401_1;Sertão Santana;4320552;SERTAO SANTANA;RS
BRA.21.403_1;Sete de Setembro;4320578;SETE DE SETEMBRO;RS
BRA.21.404_1;Severiano de Almeida;4320602;SEVERIANO DE ALMEIDA;RS
BRA.21.405_1;Silveira Martins;4320651;SILVEIRA MARTINS;RS
BRA.21.406_1;Sinimbu;4320677;SINIMBU;RS
BRA.21.407_1;Sobradinho;4320701;SOBRADINHO;RS
BRA.21.408_1;Soledade;4320800;SOLEDADE;RS
BRA.21.409_1;Tabaí;4320859;TABAI;RS
BRA.21.410_1;Tapejara;4320909;TAPEJARA;RS
BRA.21.411_1;Tapera;4321006;TAPERA;RS
BRA.21.412_1;Tapes;4321105;TAPES;RS
BRA.21.413_1;Taquara;4321204;TAQUARA;RS
BRA.21.414_1;Taquari;4321303;TAQUARI;RS
BRA.21.415_1;Taquaruçu do Sul;4321329;TAQUARUCU DO SUL;RS
BRA.21.416_1;Tavares;4321352;TAVARES;RS
BRA.21.417_1;Tenente Portela;4321402;TENENTE PORTELA;RS
BRA.21.418_1;Terra de Areia;4321436;TERRA DE AREIA;RS
BRA.21.419_1;Teutônia;4321451;TEUTONIA;RS
BRA.21.420_1;Tiradentes do Sul;4321477;TIRADENTES DO SUL;RS
BRA.21.421_1;Toropi;4321493;TOROPI;RS
BRA.21.422_1;Torres;4321501;TORRES;RS
BRA.21.423_1;Tramandaí;4321600;TRAMANDAI;RS
BRA.21.424_1;Travesseiro;4321626;TRAVESSEIRO;RS
BRA.21.425_1;Três Arroios;4321634;TRES ARROIOS;RS
BRA.21.426_1;Três Cachoeiras;4321667;TRES CACHOEIRAS;RS
BRA.21.427_1;Três Coroas;4321709;TRES COROAS;RS
BRA.21.428_1;Três de Maio;4321808;TRES DE MAIO;RS
BRA.21.429_1;Três Forquilhas;4321832;TRES FORQUILHAS;RS
BRA.21.430_1;Três Palmeiras;4321857;TRES PALMEIRAS;RS
BRA.21.431_1;Três Passos;4321907;TRES PASSOS;RS
BRA.21.432_1;Trindade do Sul;4321956;TRINDADE DO SUL;RS
BRA.21.433_1;Triunfo;4322004;TRIUNFO;RS
BRA.21.434_1;Tucunduva;4322103;TUCUNDUVA;RS
BRA.21.435_1;Tunas;4322152;TUNAS;RS
BRA.21.436_1;Tupanci do Sul;4322186;TUPANCI DO SUL;RS
BRA.21.437_1;Tupanciretã;4322202;TUPANCIRETA;RS
BRA.21.438_1;Tupandi;4322251;TUPANDI;RS
BRA.21.439_1;Tuparendi;4322301;TUPARENDI;RS
BRA.21.440_1;Turuçu;4322327;TURUCU;RS
BRA.21.441_1;Ubiretama;4322343;UBIRETAMA;RS
BRA.21.442_1;União da Serra;4322350;UNIAO DA SERRA;RS
BRA.21.443_1;Unistalda;4322376;UNISTALDA;RS
BRA.21.445_1;Uruguaiana;4322400;URUGUAIANA;RS
BRA.21.446_1;Vacaria;4322509;VACARIA;RS
BRA.21.449_1;Vale Verde;4322525;VALE VERDE;RS
BRA.21.447_1;Vale do Sol;4322533;VALE DO SOL;RS
BRA.21.448_1;Vale Real;4322541;VALE REAL;RS
BRA.21.450_1;Vanini;4322558;VANINI;RS
BRA.21.451_1;Venâncio Aires;4322608;VENANCIO AIRES;RS
BRA.21.452_1;Vera Cruz;4322707;VERA CRUZ;RS
BRA.21.453_1;Veranópolis;4322806;VERANOPOLIS;RS
BRA.21.454_1;Vespasiano Correa;4322855;VESPASIANO CORREA;RS
BRA.21.455_1;Viadutos;4322905;VIADUTOS;RS
BRA.21.456_1;Viamão;4323002;VIAMAO;RS
BRA.21.457_1;Vicente Dutra;4323101;VICENTE DUTRA;RS
BRA.21.458_1;Victor Graeff;4323200;VICTOR GRAEFF;RS
BRA.21.459_1;Vila Flores;4323309;VILA FLORES;RS
BRA.21.460_1;Vila Lângaro;4323358;VILA LANGARO;RS
BRA.21.461_1;Vila Maria;4323408;VILA MARIA;RS
BRA.21.462_1;Vila Nova do Sul;4323457;VILA NOVA DO SUL;RS
BRA.21.464_1;Vista Alegre;4323507;VISTA ALEGRE;RS
BRA.21.463_1;Vista Alegre do Prata;4323606;VISTA ALEGRE DO PRATA;RS
BRA.21.465_1;Vista Gaúcha;4323705;VISTA GAUCHA;RS
BRA.21.466_1;Vitória das Misses;4323754;VITORIA DAS MISSOES;RS
BRA.21.467_1;Xangri-lá;4323804;XANGRI-LA;RS
BRA.12.1_1;Acorizal;5100102;ACORIZAL;MT
BRA.12.2_1;Água Boa;5100201;AGUA BOA;MT
BRA.12.3_1;Alta Floresta;5100250;ALTA FLORESTA;MT
BRA.12.4_1;Alto Araguaia;5100300;ALTO ARAGUAIA;MT
BRA.12.5_1;Alto Boa Vista;5100359;ALTO BOA VISTA;MT
BRA.12.6_1;Alto Garças;5100409;ALTO GARCAS;MT
BRA.12.7_1;Alto Paraguai;5100508;ALTO PARAGUAI;MT
BRA.12.8_1;Alto Taquari;5100607;ALTO TAQUARI;MT
BRA.12.9_1;Apiacás;5100805;APIACAS;MT
BRA.12.10_1;Araguaiana;5101001;ARAGUAIANA;MT
BRA.12.11_1;Araguainha;5101209;ARAGUAINHA;MT
BRA.12.12_1;Araputanga;5101258;ARAPUTANGA;MT
BRA.12.13_1;Arenápolis;5101308;ARENAPOLIS;MT
BRA.12.14_1;Aripuanã;5101407;ARIPUANA;MT
BRA.12.15_1;Barão de Melgaço;5101605;BARAO DE MELGACO;MT
BRA.12.17_1;Barra dos Bugre;5101704;BARRA DO BUGRES;MT
BRA.12.16_1;Barra do Garças;5101803;BARRA DO GARCAS;MT
BRA.12.18_1;Brasnorte;5101902;BRASNORTE;MT
BRA.12.20_1;Cáceres;5102504;CACERES;MT
BRA.12.21_1;Campinápolis;5102603;CAMPINAPOLIS;MT
BRA.12.22_1;Campo Novo do Parecis;5102637;CAMPO NOVO DO PARECIS;MT
BRA.12.23_1;Campo Verde;5102678;CAMPO VERDE;MT
BRA.12.24_1;Campos de Júlio;5102686;CAMPOS DE JULIO;MT
BRA.12.25_1;CanaBrava do Norte;5102694;CANABRAVA DO NORTE;MT
BRA.12.26_1;Canarana;5102702;CANARANA;MT
BRA.12.27_1;Carlinda;5102793;CARLINDA;MT
BRA.12.28_1;Castanheira;5102850;CASTANHEIRA;MT
BRA.12.29_1;Chapada dos Guimarães;5103007;CHAPADA DOS GUIMARAES;MT
BRA.12.30_1;Cláudia;5103056;CLAUDIA;MT
BRA.12.31_1;Cocalinho;5103106;COCALINHO;MT
BRA.12.32_1;Colíder;5103205;COLIDER;MT
BRA.12.33_1;Comodoro;5103304;COMODORO;MT
BRA.12.34_1;Confresa;5103353;CONFRESA;MT
BRA.12.35_1;Cotriguaçu;5103379;COTRIGUACU;MT
BRA.12.36_1;Cuiaba;5103403;CUIABA;MT
BRA.12.37_1;Denise;5103452;DENISE;MT
BRA.12.38_1;Diamantino;5103502;DIAMANTINO;MT
BRA.12.39_1;Dom Aquino;5103601;DOM AQUINO;MT
BRA.12.40_1;Feliz Natal;5103700;FELIZ NATAL;MT
BRA.12.41_1;Figueirópolis d'Oeste;5103809;FIGUEIROPOLIS D'OESTE;MT
BRA.12.42_1;Gaúcha do Norte;5103858;GAUCHA DO NORTE;MT
BRA.12.43_1;General Carneiro;5103908;GENERAL CARNEIRO;MT
BRA.12.44_1;Glória d'Oeste;5103957;GLORIA D'OESTE;MT
BRA.12.45_1;Guarantã do Norte;5104104;GUARANTA DO NORTE;MT
BRA.12.46_1;Guiratinga;5104203;GUIRATINGA;MT
BRA.12.47_1;Indiavaí;5104500;INDIAVAI;MT
BRA.12.48_1;Itaúba;5104559;ITAUBA;MT
BRA.12.49_1;Itiquira;5104609;ITIQUIRA;MT
BRA.12.50_1;Jaciara;5104807;JACIARA;MT
BRA.12.51_1;Jangada;5104906;JANGADA;MT
BRA.12.52_1;Jauru;5105002;JAURU;MT
BRA.12.53_1;Juara;5105101;JUARA;MT
BRA.12.54_1;Juína;5105150;JUINA;MT
BRA.12.55_1;Juruena;5105176;JURUENA;MT
BRA.12.56_1;Juscimeira;5105200;JUSCIMEIRA;MT
BRA.12.57_1;Lambari d'Oeste;5105234;LAMBARI D'OESTE;MT
BRA.12.58_1;Lucas do Rio Verde;5105259;LUCAS DO RIO VERDE;MT
BRA.12.59_1;Luciára;5105309;LUCIARA;MT
BRA.12.61_1;Mato Grosso;5105507;VILA BELA DA SANTISSIMA TRINDADE;MT
BRA.12.60_1;Marcelândia;5105580;MARCELANDIA;MT
BRA.12.62_1;Matupá;5105606;MATUPA;MT
BRA.12.63_1;Mirassol d'Oeste;5105622;MIRASSOL D'OESTE;MT
BRA.12.64_1;Nobres;5105903;NOBRES;MT
BRA.12.65_1;Nortelândia;5106000;NORTELANDIA;MT
BRA.12.66_1;Nossa Senhora do Livramento;5106109;NOSSA SENHORA DO LIVRAMENTO;MT
BRA.12.67_1;Nova Bandeirantes;5106158;NOVA BANDEIRANTES;MT
BRA.12.71_1;Nova Lacerda;5106182;NOVA LACERDA;MT
BRA.12.68_1;Nova Brasilândia;5106208;NOVA BRASILANDIA;MT
BRA.12.69_1;Nova Canaã do Norte;5106216;NOVA CANAA DO NORTE;MT
BRA.12.75_1;Nova Mutum;5106224;NOVA MUTUM;MT
BRA.12.76_1;Nova Olímpia;5106232;NOVA OLIMPIA;MT
BRA.12.77_1;Nova Ubiratã;5106240;NOVA UBIRATA;MT
BRA.12.78_1;Nova Xavantina;5106257;NOVA XAVANTINA;MT
BRA.12.80_1;Novo Mundo;5106265;NOVO MUNDO;MT
BRA.12.79_1;Novo Horizonte do Norte;5106273;NOVO HORIZONTE DO NORTE;MT
BRA.12.81_1;Novo São Joaquim;5106281;NOVO SAO JOAQUIM;MT
BRA.12.82_1;Paranaíta;5106299;PARANAITA;MT
BRA.12.83_1;Paranatinga;5106307;PARANATINGA;MT
BRA.12.84_1;Pedra Preta;5106372;PEDRA PRETA;MT
BRA.12.85_1;Peixoto de Azevedo;5106422;PEIXOTO DE AZEVEDO;MT
BRA.12.86_1;Planalto da Serra;5106455;PLANALTO DA SERRA;MT
BRA.12.87_1;Poconé;5106505;POCONE;MT
BRA.12.88_1;Pontal do Araguaia;5106653;PONTAL DO ARAGUAIA;MT
BRA.12.89_1;Ponte Branca;5106703;PONTE BRANCA;MT
BRA.12.90_1;Pontes e Lacerda;5106752;PONTES E LACERDA;MT
BRA.12.91_1;Porto Alegre do Norte;5106778;PORTO ALEGRE DO NORTE;MT
BRA.12.92_1;Porto dos Gaúchos;5106802;PORTO DOS GAUCHOS;MT
BRA.12.93_1;Porto Esperidião;5106828;PORTO ESPERIDIAO;MT
BRA.12.94_1;Porto Estrela;5106851;PORTO ESTRELA;MT
BRA.12.95_1;Poxoréo;5107008;POXOREO;MT
BRA.12.96_1;Primavera do Leste;5107040;PRIMAVERA DO LESTE;MT
BRA.12.97_1;Querência;5107065;QUERENCIA;MT
BRA.12.113_1;São José dos Quatro Marcos;5107107;SAO JOSE DOS QUATRO MARCOS;MT
BRA.12.98_1;Reserva do Cabaçal;5107156;RESERVA DO CABACAL;MT
BRA.12.99_1;Ribeirão Cascalheira;5107180;RIBEIRAO CASCALHEIRA;MT
BRA.12.100_1;Ribeirãozinho;5107198;RIBEIRAOZINHO;MT
BRA.12.101_1;Rio Branco;5107206;RIO BRANCO;MT
BRA.12.105_1;Santa Carmem;5107248;SANTA CARMEM;MT
BRA.12.107_1;Santo Afonso;5107263;SANTO AFONSO;MT
BRA.12.110_1;São José do Povo;5107297;SAO JOSE DO POVO;MT
BRA.12.111_1;São José do Rio Claro;5107305;SAO JOSE DO RIO CLARO;MT
BRA.12.112_1;São José do Xingu;5107354;SAO JOSE DO XINGU;MT
BRA.12.114_1;São Pedro da Cipa;5107404;SAO PEDRO DA CIPA;MT
BRA.12.102_1;Rondonópolis;5107602;RONDONOPOLIS;MT
BRA.12.103_1;Rosário Oeste;5107701;ROSARIO OESTE;MT
BRA.12.104_1;Salto do Céu;5107750;SALTO DO CEU;MT
BRA.12.106_1;Santa Terezinha;5107776;SANTA TEREZINHA;MT
BRA.12.108_1;Santo Antônio do Leverger;5107800;SANTO ANTONIO DO LEVERGER;MT
BRA.12.109_1;São Félix Xingu;5107859;SAO FELIX DO ARAGUAIA;MT
BRA.12.115_1;Sapezal;5107875;SAPEZAL;MT
BRA.12.116_1;Sinop;5107909;SINOP;MT
BRA.12.117_1;Tabaporã;5107941;TABAPORA;MT
BRA.12.118_1;Tangará da Serra;5107958;TANGARA DA SERRA;MT
BRA.12.119_1;Tapurah;5108006;TAPURAH;MT
BRA.12.120_1;Terra Nova do Norte;5108055;TERRA NOVA DO NORTE;MT
BRA.12.121_1;Tesouro;5108105;TESOURO;MT
BRA.12.122_1;Torixoréu;5108204;TORIXOREU;MT
BRA.12.123_1;União do Sul;5108303;UNIAO DO SUL;MT
BRA.12.124_1;Várzea Grande;5108402;VARZEA GRANDE;MT
BRA.12.125_1;Vera;5108501;VERA;MT
BRA.12.126_1;Vila Rica;5108600;VILA RICA;MT
BRA.12.70_1;Nova Guarita;5108808;NOVA GUARITA;MT
BRA.12.72_1;Nova Marilândia;5108857;NOVA MARILANDIA;MT
BRA.12.73_1;Nova Maringá;5108907;NOVA MARINGA;MT
BRA.12.74_1;Nova Monte Verde;5108956;NOVA MONTE VERDE;MT
BRA.11.1_1;Água Clara;5000203;AGUA CLARA;MS
BRA.11.2_1;Alcinópolis;5000252;ALCINOPOLIS;MS
BRA.11.3_1;Amambai;5000609;AMAMBAI;MS
BRA.11.4_1;Anastácio;5000708;ANASTACIO;MS
BRA.11.5_1;Anaurilândia;5000807;ANAURILANDIA;MS
BRA.11.6_1;Angélica;5000856;ANGELICA;MS
BRA.11.7_1;Antônio João;5000906;ANTONIO JOAO;MS
BRA.11.8_1;Aparecida do Taboado;5001003;APARECIDA DO TABOADO;MS
BRA.11.9_1;Aquidauana;5001102;AQUIDAUANA;MS
BRA.11.10_1;Aral Moreira;5001243;ARAL MOREIRA;MS
BRA.11.11_1;Bandeirantes;5001508;BANDEIRANTES;MS
BRA.11.12_1;Bataguassu;5001904;BATAGUASSU;MS
BRA.11.13_1;Bataiporã;5002001;BATAYPORA;MS
BRA.11.14_1;Bela Vista;5002100;BELA VISTA;MS
BRA.11.15_1;Bodoquena;5002159;BODOQUENA;MS
BRA.11.16_1;Bonito;5002209;BONITO;MS
BRA.11.17_1;Brasilândia;5002308;BRASILANDIA;MS
BRA.11.18_1;Caarapó;5002407;CAARAPO;MS
BRA.11.19_1;Camapuã;5002605;CAMAPUA;MS
BRA.11.20_1;Campo Grande;5002704;CAMPO GRANDE;MS
BRA.11.21_1;Caracol;5002803;CARACOL;MS
BRA.11.22_1;Cassilândia;5002902;CASSILANDIA;MS
BRA.11.23_1;Chapadão do Sul;5002951;CHAPADAO DO SUL;MS
BRA.11.24_1;Corguinho;5003108;CORGUINHO;MS
BRA.11.25_1;Coronel Sapucaia;5003157;CORONEL SAPUCAIA;MS
BRA.11.26_1;Corumbá;5003207;CORUMBA;MS
BRA.11.27_1;Costa Rica;5003256;COSTA RICA;MS
BRA.11.28_1;Coxim;5003306;COXIM;MS
BRA.11.29_1;Deodápolis;5003454;DEODAPOLIS;MS
BRA.11.30_1;Dois Irmãos do Buriti;5003488;DOIS IRMAOS DO BURITI;MS
BRA.11.31_1;Douradina;5003504;DOURADINA;MS
BRA.11.32_1;Dourados;5003702;DOURADOS;MS
BRA.11.33_1;Eldorado;5003751;ELDORADO;MS
BRA.11.34_1;Fatima do Sul;5003801;FATIMA DO SUL;MS
BRA.11.35_1;Glória de Dourados;5004007;GLORIA DE DOURADOS;MS
BRA.11.36_1;Guia Lopes da Laguna;5004106;GUIA LOPES DA LAGUNA;MS
BRA.11.37_1;Iguatemi;5004304;IGUATEMI;MS
BRA.11.38_1;Inocência;5004403;INOCENCIA;MS
BRA.11.39_1;Itaporã;5004502;ITAPORA;MS
BRA.11.40_1;Itaquiraí;5004601;ITAQUIRAI;MS
BRA.11.41_1;Ivinhema;5004700;IVINHEMA;MS
BRA.11.42_1;Japorã;5004809;JAPORA;MS
BRA.11.43_1;Jaraguari;5004908;JARAGUARI;MS
BRA.11.44_1;Jardim;5005004;JARDIM;MS
BRA.11.45_1;Jateí;5005103;JATEI;MS
BRA.11.46_1;Juti;5005152;JUTI;MS
BRA.11.68_1;Sapezal;5005002;LADARIO;MS
BRA.11.47_1;Laguna Carapã;5005251;LAGUNA CARAPA;MS
BRA.11.48_1;Maracaju;5005400;MARACAJU;MS
BRA.11.49_1;Miranda;5005608;MIRANDA;MS
BRA.11.50_1;Mundo Novo;5005681;MUNDO NOVO;MS
BRA.11.51_1;Naviraí;5005707;NAVIRAI;MS
BRA.11.52_1;Nioaque;5005806;NIOAQUE;MS
BRA.11.53_1;Nova Alvorada do Sul;5006002;NOVA ALVORADA DO SUL;MS
BRA.11.54_1;Nova Andradina;5006200;NOVA ANDRADINA;MS
BRA.11.55_1;Novo Horizonte do Sul;5006259;NOVO HORIZONTE DO SUL;MS
BRA.11.56_1;Paranaíba;5006309;PARANAIBA;MS
BRA.11.57_1;Paranhos;5006358;PARANHOS;MS
BRA.11.58_1;Pedro Gomes;5006408;PEDRO GOMES;MS
BRA.11.59_1;Ponta Porã;5006606;PONTA PORA;MS
BRA.11.60_1;Porto Murtinho;5006903;PORTO MURTINHO;MS
BRA.11.61_1;Ribas do Rio Pardo;5007109;RIBAS DO RIO PARDO;MS
BRA.11.62_1;Rio Brilhante;5007208;RIO BRILHANTE;MS
BRA.11.63_1;Rio Negro;5007307;RIO NEGRO;MS
BRA.11.64_1;Rio Verde de Mato Grosso;5007406;RIO VERDE DE MATO GROSSO;MS
BRA.11.65_1;Rochedo;5007505;ROCHEDO;MS
BRA.11.66_1;Santa Rita do Pardo;5007554;SANTA RITA DO PARDO;MS
BRA.11.67_1;São Gabriel do Oeste;5007695;SAO GABRIEL DO OESTE;MS
BRA.11.70_1;Sete Quedas;5007703;SETE QUEDAS;MS
BRA.11.69_1;Selvíria;5007802;SELVIRIA;MS
BRA.11.71_1;Sidrolândia;5007901;SIDROLANDIA;MS
BRA.11.72_1;Sonora;5007935;SONORA;MS
